,MD/add_sub_2op_symbolic,MD/add_sub_2op_verbal,MD/add_sub_3op_symbolic,MD/add_sub_3op_verbal,MD/code_A,MD/code_B,MD/code_conditional,MD/code_list,MD/code_loop,MD/logic_propositional_1,MD/logic_propositional_symbolic,MD/logic_syllogism_1,MD/logic_syllogism_symbolic,MD/mul_div_2op_symbolic,MD/mul_div_2op_verbal,MD/number_sorting,ToM/agent,ToM/desires_goals,ToM/emotion_fewshot,ToM/norm_appropriate,ToM/norm_moral,ToM/primary_emotions,ToM/social_interactions,ToM/social_relations,phys/phys_newton,phys/phys_prost,phys/physics_brightness,phys/physics_elasticity,phys/physics_solubility,phys/physics_speed,phys/physics_stability,phys/physics_temperature,Lan/anaphor_gender_agreement,Lan/det_noun_agreement_irregular,Lan/det_noun_agreement_regular,Lan/det_noun_agreement_with_adjective,Lan/hypernymy,Lan/npi,Lan/subject_verb_agreement,Lan/wug
MD/logic_syllogism_1,0.005296,0.014320,0.009465,0.017195,0.035672,0.032278,0.068451,0.029824,0.007125,0.050174,0.027793,0.000000,0.054201,0.005158,0.013803,0.036041,0.027571,0.019079,0.033057,0.039905,0.034171,0.024929,0.021869,0.021026,0.032626,0.032418,0.024453,0.024210,0.021392,0.040243,0.038328,0.023592,0.016365,0.007546,0.006436,0.005652,0.023304,0.049111,0.013997,0.011926
MD/logic_syllogism_symbolic,0.002468,0.004928,0.010820,0.020213,0.015667,0.024974,0.026614,0.023864,0.007143,0.242625,0.073114,0.054201,0.000000,0.003447,0.006596,0.030924,0.024209,0.027780,0.014685,0.013480,0.018819,0.021986,0.027070,0.032571,0.072970,0.055716,0.017793,0.012026,0.012701,0.021414,0.016449,0.011978,0.011653,0.001671,0.001665,0.001741,0.001853,0.022337,0.003439,0.006397
MD/mul_div_2op_symbolic,0.210613,0.103728,0.143597,0.067236,0.062934,0.005833,0.003756,0.001948,0.158057,0.004583,0.007615,0.005158,0.003447,0.000000,0.102476,0.017503,0.004989,0.008774,0.004517,0.005210,0.003444,0.005663,0.005151,0.005393,0.002554,0.002186,0.005780,0.004964,0.004312,0.003841,0.003723,0.006947,0.005908,0.001805,0.001289,0.000284,0.001171,0.005756,0.004345,0.003511
MD/mul_div_2op_verbal,0.100322,0.126103,0.083670,0.084335,0.041495,0.021430,0.015218,0.019715,0.093319,0.009491,0.017588,0.013803,0.006596,0.102476,0.000000,0.019504,0.007446,0.012472,0.011857,0.009631,0.010418,0.009293,0.008589,0.007532,0.015154,0.016898,0.013299,0.015346,0.018496,0.016954,0.011754,0.021617,0.007734,0.001975,0.001483,0.001282,0.008485,0.008118,0.004759,0.004345
MD/number_sorting,0.020529,0.017033,0.029598,0.038487,0.021828,0.021513,0.021695,0.019242,0.019878,0.034334,0.045921,0.036041,0.030924,0.017503,0.019504,0.000000,0.026885,0.038654,0.029734,0.034529,0.026654,0.025917,0.029468,0.033318,0.018240,0.019903,0.036938,0.030125,0.032771,0.031488,0.025480,0.023842,0.037234,0.008961,0.006520,0.007471,0.010380,0.039085,0.023127,0.009246
ToM/agent,0.004021,0.006035,0.007121,0.013687,0.006108,0.005207,0.009655,0.006050,0.004187,0.032501,0.061038,0.027571,0.024209,0.004989,0.007446,0.026885,0.000000,0.107968,0.015551,0.019179,0.023442,0.115540,0.130634,0.174185,0.011853,0.010907,0.010898,0.019319,0.017695,0.018700,0.016911,0.011844,0.008355,0.004212,0.002540,0.001790,0.001905,0.020850,0.008148,0.000862
ToM/desires_goals,0.008335,0.006508,0.019564,0.026971,0.002942,0.004861,0.005116,0.003889,0.009174,0.027488,0.066815,0.019079,0.027780,0.008774,0.012472,0.038654,0.107968,0.000000,0.011437,0.012547,0.013114,0.220962,0.091369,0.078844,0.006801,0.005714,0.015630,0.009390,0.018888,0.010230,0.010655,0.011717,0.021071,0.001462,0.002233,0.000813,0.003351,0.044641,0.008382,0.004361
ToM/emotion_fewshot,0.003817,0.013033,0.007979,0.015913,0.020890,0.028476,0.035722,0.032057,0.002711,0.014625,0.015191,0.033057,0.014685,0.004517,0.011857,0.029734,0.015551,0.011437,0.000000,0.076517,0.062648,0.031807,0.018742,0.014188,0.027953,0.031906,0.042781,0.044341,0.041651,0.064935,0.062028,0.048241,0.019735,0.006319,0.005966,0.005251,0.027152,0.029273,0.013174,0.014140
ToM/norm_appropriate,0.006197,0.009573,0.007330,0.017284,0.022022,0.022162,0.037199,0.023311,0.002433,0.012523,0.017047,0.039905,0.013480,0.005210,0.009631,0.034529,0.019179,0.012547,0.076517,0.000000,0.086564,0.020039,0.021817,0.015868,0.020412,0.020714,0.049587,0.040492,0.031926,0.055628,0.091747,0.035210,0.021379,0.006534,0.005190,0.003382,0.030830,0.021422,0.015400,0.017779
ToM/norm_moral,0.003536,0.008431,0.007378,0.015096,0.017817,0.024362,0.033685,0.028432,0.003350,0.016539,0.023283,0.034171,0.018819,0.003444,0.010418,0.026654,0.023442,0.013114,0.062648,0.086564,0.000000,0.024242,0.029658,0.021854,0.027456,0.030157,0.044537,0.034786,0.042167,0.051985,0.076704,0.059729,0.021666,0.005980,0.004610,0.004525,0.017589,0.019213,0.009775,0.012186
ToM/primary_emotions,0.005815,0.007326,0.010297,0.018237,0.005205,0.003533,0.007925,0.004163,0.006848,0.023498,0.061297,0.024929,0.021986,0.005663,0.009293,0.025917,0.115540,0.220962,0.031807,0.020039,0.024242,0.000000,0.090224,0.077513,0.007995,0.009843,0.008630,0.010057,0.010764,0.020987,0.020339,0.009633,0.020970,0.002484,0.001836,0.000668,0.005165,0.043257,0.005113,0.000000
ToM/social_interactions,0.003642,0.005466,0.009320,0.016353,0.008034,0.012732,0.013134,0.015870,0.004289,0.030076,0.084854,0.021869,0.027070,0.005151,0.008589,0.029468,0.130634,0.091369,0.018742,0.021817,0.029658,0.090224,0.000000,0.094277,0.017999,0.016322,0.020619,0.015523,0.021108,0.018017,0.018559,0.019074,0.015275,0.004216,0.001900,0.001988,0.013155,0.025175,0.011694,0.006737
ToM/social_relations,0.004217,0.005370,0.009157,0.015110,0.010125,0.019601,0.015192,0.020975,0.004641,0.031998,0.062138,0.021026,0.032571,0.005393,0.007532,0.033318,0.174185,0.078844,0.014188,0.015868,0.021854,0.077513,0.094277,0.000000,0.022571,0.022333,0.018526,0.015251,0.020738,0.017363,0.014671,0.020596,0.018233,0.003008,0.002603,0.001593,0.006568,0.030917,0.006292,0.003645
phys/phys_newton,0.001391,0.013301,0.003961,0.013275,0.030266,0.070923,0.053789,0.072646,0.001732,0.077136,0.023993,0.032626,0.072970,0.002554,0.015154,0.018240,0.011853,0.006801,0.027953,0.020412,0.027456,0.007995,0.017999,0.022571,0.000000,0.107421,0.034908,0.030143,0.036613,0.026483,0.028149,0.031566,0.016591,0.001610,0.001998,0.001265,0.014743,0.009929,0.003368,0.008215
phys/phys_prost,0.001122,0.016459,0.003444,0.010592,0.031690,0.078073,0.056109,0.082964,0.001329,0.054587,0.018478,0.032418,0.055716,0.002186,0.016898,0.019903,0.010907,0.005714,0.031906,0.020714,0.030157,0.009843,0.016322,0.022333,0.107421,0.000000,0.038123,0.034160,0.035611,0.028760,0.030961,0.035878,0.013498,0.002147,0.002589,0.002237,0.019422,0.005853,0.002978,0.010496
phys/physics_brightness,0.004993,0.011788,0.008132,0.013538,0.018494,0.043385,0.039898,0.043552,0.005398,0.013361,0.015842,0.024453,0.017793,0.005780,0.013299,0.036938,0.010898,0.015630,0.042781,0.049587,0.044537,0.008630,0.020619,0.018526,0.034908,0.038123,0.000000,0.062337,0.057326,0.041498,0.045711,0.047402,0.024661,0.009049,0.008307,0.009035,0.034202,0.005941,0.029043,0.024608
phys/physics_elasticity,0.004388,0.016803,0.007699,0.016718,0.016965,0.035933,0.033060,0.037430,0.002923,0.011263,0.013939,0.024210,0.012026,0.004964,0.015346,0.030125,0.019319,0.009390,0.044341,0.040492,0.034786,0.010057,0.015523,0.015251,0.030143,0.034160,0.062337,0.000000,0.067279,0.041468,0.039457,0.053764,0.028895,0.018010,0.014056,0.013047,0.042110,0.010630,0.035865,0.035831
phys/physics_solubility,0.003811,0.014878,0.008610,0.018497,0.015846,0.041550,0.027698,0.048146,0.001711,0.009783,0.018440,0.021392,0.012701,0.004312,0.018496,0.032771,0.017695,0.018888,0.041651,0.031926,0.042167,0.010764,0.021108,0.020738,0.036613,0.035611,0.057326,0.067279,0.000000,0.044717,0.043337,0.083440,0.019394,0.005794,0.003374,0.004598,0.022022,0.016766,0.033005,0.023147
phys/physics_speed,0.002366,0.017105,0.009086,0.019199,0.020472,0.027375,0.035277,0.029651,0.003392,0.016540,0.022153,0.040243,0.021414,0.003841,0.016954,0.031488,0.018700,0.010230,0.064935,0.055628,0.051985,0.020987,0.018017,0.017363,0.026483,0.028760,0.041498,0.041468,0.044717,0.000000,0.071743,0.058860,0.017278,0.006670,0.006328,0.005379,0.023372,0.033119,0.013435,0.006488
phys/physics_stability,0.002526,0.013304,0.004150,0.014029,0.019664,0.027392,0.038432,0.030068,0.004384,0.016954,0.014152,0.038328,0.016449,0.003723,0.011754,0.025480,0.016911,0.010655,0.062028,0.091747,0.076704,0.020339,0.018559,0.014671,0.028149,0.030961,0.045711,0.039457,0.043337,0.071743,0.000000,0.035647,0.019261,0.006156,0.006746,0.006135,0.023974,0.024125,0.013021,0.013173
phys/physics_temperature,0.005179,0.019963,0.005624,0.020399,0.018959,0.042307,0.035407,0.045475,0.005113,0.009607,0.016434,0.023592,0.011978,0.006947,0.021617,0.023842,0.011844,0.011717,0.048241,0.035210,0.059729,0.009633,0.019074,0.020596,0.031566,0.035878,0.047402,0.053764,0.083440,0.058860,0.035647,0.000000,0.021388,0.008994,0.007099,0.006249,0.028933,0.020366,0.016632,0.015297
Lan/anaphor_gender_agreement,0.006862,0.005582,0.011554,0.011314,0.004003,0.008238,0.006043,0.009968,0.004420,0.012729,0.020211,0.016365,0.011653,0.005908,0.007734,0.037234,0.008355,0.021071,0.019735,0.021379,0.021666,0.020970,0.015275,0.018233,0.016591,0.013498,0.024661,0.028895,0.019394,0.017278,0.019261,0.021388,0.000000,0.043981,0.036815,0.038514,0.124669,0.134332,0.099957,0.034266
Lan/det_noun_agreement_irregular,0.001853,0.001963,0.002885,0.002774,0.001222,0.001112,0.002340,0.001402,0.001554,0.002011,0.006429,0.007546,0.001671,0.001805,0.001975,0.008961,0.004212,0.001462,0.006319,0.006534,0.005980,0.002484,0.004216,0.003008,0.001610,0.002147,0.009049,0.018010,0.005794,0.006670,0.006156,0.008994,0.043981,0.000000,0.267505,0.215769,0.081054,0.028691,0.095999,0.126854
Lan/det_noun_agreement_regular,0.001080,0.001218,0.002307,0.003180,0.000608,0.001778,0.003037,0.002095,0.001548,0.001486,0.004466,0.006436,0.001665,0.001289,0.001483,0.006520,0.002540,0.002233,0.005966,0.005190,0.004610,0.001836,0.001900,0.002603,0.001998,0.002589,0.008307,0.014056,0.003374,0.006328,0.006746,0.007099,0.036815,0.267505,0.000000,0.238973,0.075370,0.028580,0.099880,0.135307
Lan/det_noun_agreement_with_adjective,0.000838,0.000503,0.002730,0.001254,0.000636,0.001402,0.002214,0.001937,0.000784,0.001555,0.004672,0.005652,0.001741,0.000284,0.001282,0.007471,0.001790,0.000813,0.005251,0.003382,0.004525,0.000668,0.001988,0.001593,0.001265,0.002237,0.009035,0.013047,0.004598,0.005379,0.006135,0.006249,0.038514,0.215769,0.238973,0.000000,0.092623,0.022769,0.114316,0.174126
Lan/hypernymy,0.002254,0.005254,0.003752,0.010345,0.008672,0.017222,0.017201,0.017940,0.000000,0.002230,0.002908,0.023304,0.001853,0.001171,0.008485,0.010380,0.001905,0.003351,0.027152,0.030830,0.017589,0.005165,0.013155,0.006568,0.014743,0.019422,0.034202,0.042110,0.022022,0.023372,0.023974,0.028933,0.124669,0.081054,0.075370,0.092623,0.000000,0.050261,0.058860,0.069700
Lan/npi,0.008769,0.005438,0.006417,0.026253,0.004488,0.001276,0.005205,0.002492,0.008472,0.037837,0.045660,0.049111,0.022337,0.005756,0.008118,0.039085,0.020850,0.044641,0.029273,0.021422,0.019213,0.043257,0.025175,0.030917,0.009929,0.005853,0.005941,0.010630,0.016766,0.033119,0.024125,0.020366,0.134332,0.028691,0.028580,0.022769,0.050261,0.000000,0.083867,0.013309
Lan/subject_verb_agreement,0.003007,0.003391,0.007266,0.008856,0.001694,0.003733,0.003246,0.003888,0.005284,0.002699,0.012436,0.013997,0.003439,0.004345,0.004759,0.023127,0.008148,0.008382,0.013174,0.015400,0.009775,0.005113,0.011694,0.006292,0.003368,0.002978,0.029043,0.035865,0.033005,0.013435,0.013021,0.016632,0.099957,0.095999,0.099880,0.114316,0.058860,0.083867,0.000000,0.116632
Lan/wug,0.002585,0.004757,0.003914,0.002342,0.005527,0.016959,0.022403,0.020393,0.003705,0.004794,0.010038,0.011926,0.006397,0.003511,0.004345,0.009246,0.000862,0.004361,0.014140,0.017779,0.012186,0.000000,0.006737,0.003645,0.008215,0.010496,0.024608,0.035831,0.023147,0.006488,0.013173,0.015297,0.034266,0.126854,0.135307,0.174126,0.069700,0.013309,0.116632,0.000000
